subject,model_name,eval_index,image_id,positive_similarity,hardest_impostor_similarity,hardest_impostor_index,margin,full_pool_rank,sampled_top1_success_rate,sampled_rank_mean,sampled_rank_median
5,cycle40_subj05_prior_low_1sess_150ep,0,2950,0.069833584,0.09545537,227,-0.025621787,79.0,0.0,24.0,24.0
5,cycle40_subj05_prior_low_1sess_150ep,1,2990,0.06828878,0.092027664,718,-0.023738883,159.0,0.0,51.23076923076923,52.0
5,cycle40_subj05_prior_low_1sess_150ep,2,3049,0.095607504,0.096010245,384,-0.00040274113,2.0,0.8333333333333334,1.1666666666666667,1.0
5,cycle40_subj05_prior_low_1sess_150ep,3,3077,0.06959065,0.09181105,227,-0.022220403,102.0,0.0,31.333333333333332,33.0
5,cycle40_subj05_prior_low_1sess_150ep,4,3146,0.06868527,0.091495834,171,-0.022810563,95.0,0.0,30.266666666666666,30.0
5,cycle40_subj05_prior_low_1sess_150ep,5,3157,0.074799314,0.09123256,227,-0.016433246,22.0,0.0,7.888888888888889,8.0
5,cycle40_subj05_prior_low_1sess_150ep,6,3164,0.058167268,0.0871874,178,-0.029020134,263.0,0.0,79.25,77.5
5,cycle40_subj05_prior_low_1sess_150ep,7,3171,0.03949399,0.095074676,227,-0.055580687,671.0,0.0,200.375,197.0
5,cycle40_subj05_prior_low_1sess_150ep,8,3181,0.09559866,0.10252048,718,-0.0069218203,3.0,0.5833333333333334,1.5,1.0
5,cycle40_subj05_prior_low_1sess_150ep,9,3386,0.07534556,0.09938677,718,-0.024041206,60.0,0.0,19.0,18.0
5,cycle40_subj05_prior_low_1sess_150ep,10,3434,0.061046343,0.08998753,760,-0.028941188,166.0,0.0,51.25,51.5
5,cycle40_subj05_prior_low_1sess_150ep,11,3449,0.09844154,0.09096651,227,0.0074750334,1.0,1.0,1.0,1.0
5,cycle40_subj05_prior_low_1sess_150ep,12,3489,0.076135896,0.09576129,718,-0.019625396,52.0,0.0,17.4,19.0
5,cycle40_subj05_prior_low_1sess_150ep,13,3626,0.07770695,0.10132287,227,-0.023615919,50.0,0.0,16.923076923076923,18.0
5,cycle40_subj05_prior_low_1sess_150ep,14,3682,0.050576985,0.08937225,828,-0.038795263,410.0,0.0,129.6,130.5
5,cycle40_subj05_prior_low_1sess_150ep,15,3687,0.0714121,0.09353658,718,-0.022124477,80.0,0.0,26.166666666666668,28.0
5,cycle40_subj05_prior_low_1sess_150ep,16,3729,0.0659307,0.09483917,227,-0.028908469,127.0,0.0,42.375,42.0
5,cycle40_subj05_prior_low_1sess_150ep,17,3809,0.060782794,0.08760125,2,-0.026818458,170.0,0.0,53.75,53.5
